id,title,lyrics,label
798,Pink Pajamas,"I wear my pink pajamas
In the summer when it's hot,
I wear my flannel nighties
In the winter when it's not,
And sometimes in the springtime,
And sometimes in the fall,
I jump right in between the sheets
With nothing on at all!

Glory, glory, what's it to you?
Glory, glory, what's it to you?
Glory, glory, what's it to you?
If I jump right in between the sheets
With nothing on at all.

One grasshopper jumped right over
The other grasshopper's back,
One grasshopper jumped right over
The other grasshopper's back,
One grasshopper jumped right over
The other grasshopper's back,
Oh, one grasshopper jumped right over
The other grasshopper's back!

They were only playing leapfrog,
They were only playing leapfrog,
They were only playing leapfrog,
As one grasshopper jumped right over
The other grasshopper's back.
One mosquito bit the other
Mosquito on the back,
One mosquito bit the other
Mosquito on the back,
One mosquito bit the other
Mosquito on the back,
Oh, one mosquito bit the other
Mosquito on the back!

They were only playing cannibal,
They were only playing cannibal,
They were only playing cannibal,
When one mosquito bit the other
Mosquito on the back!

One flea-fly flew up the flue and
The other flea-fly flew down,
One flea-fly flew up the flue and
The other flea-fly flew down,
One flea-fly flew up the flue and
The other flea-fly flew down,
Oh, one flea-fly flew up the flue and
The other flea-fly flew down!

They were only playing flue fly,
They were only playing flue fly,
They were only playing flue fly,
As one flea-fly flew up the flue and
The other flea-fly flew down!

One pink porpoise popped up the pole
And the other pink porpoise popped down,
One pink porpoise popped up the pole
And the other pink porpoise popped down,
One pink porpoise popped up the pole
And the other pink porpoise popped down,
Oh, one pink porpoise popped up the pole
And the other pink porpoise popped down!

Glory, glory, how peculiar,
Glory, glory, how peculiar,
Glory, glory, how peculiar,
As one pink porpoise popped up the pole
And the other pink porpoise popped down!",clean
799,"Playmate, Come Out and Play"," Oh playmate,
Come out and play with me.
You'll bring your dollies three,
Climb up my apple tree.
Look down my rain barrel,
Slide down my cellar door.
And we'll be jolly friends
Forever more.

I'm sorry playmate
I cannot play with you.
My dollies have the flu.
Boo-hoo-oo-oo-oo.
Can't look down your rain barrel,
Or slide down your cellar door.
But we'll be jolly friends
Forever more.",clean
800,"Please, Woodcutter","Please, woodcutter, south of the border
Please don't cut that tree. A little bird is singing
Outside my window. She's not singing just for me.

She flies, winter, south, where it's warmer.
She lives in that tree. Please don't cut her woods, oh
Please don't cut her home. You love her just like me

Factory worker, north of the border
Won't you also care? That little bird, who
Sings, oh so sweetly, struggles through your smokey air.

She flies in spring, north, where it's cooler
She builds there her nest in it lay her eggs, they
soon will be her babies. She sings to them while they rest.

Please, woodcutter, south of the border,
Please don't cut that tree. A little bird is singing
Outside my window. She's not singing just for me.",clean
801,Sippin' Cider Through a Straw,"The prettiest girl
(The prettiest girl)
I ever saw
(I ever saw)
Was sippin' ci-
(Was sippin' ci-)
Der through a straw
(Der through a straw)

The prettiest girl I ever saw
Was sippin' cider through a straw

I told that gal
(I told that gal)
I didn't see how
(I didn't see how)
She sipped that ci-
(She sipped that ci-)
Der through a straw
(Der through a straw)

I told that gal I didn't see how
She sipped that cider through a straw

Then cheek to cheek
(Then cheek to cheek)
And jaw to jaw
(And jaw to jaw)
We sipped that ci-
(We sipped that ci-)
Der through a straw
(Der through a straw)

Then cheek to cheek and jaw to jaw
We sipped that cider through a straw

And now and then
(And now and then)
That straw would slip
(That straw would slip)
And I'd sip some ci-
(And I'd sip some ci-)
Der from her lip
(Der from her lip)

And now and then that straw would slip
And I'd sip some cider from her lip

And now I've got
(And now I've got)
A mother-in-law
(A mother-in-law)
From sippin' ci-
(From sippin' ci-)
Der through a straw
(Der through a straw)

And now I've got a mother-in-law
From sippin' cider through a straw

The moral of
(The moral of)
This little tale
(This little tale)
Is to sip your soda
(Is to sip your soda)
Through a pail
(Through a pail)

The moral of this little tale
Is to sip your soda through a pail!",clean
802,Puff the Magic Dragon,"Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee,
Little Jackie paper loved that rascal puff,
And brought him strings and sealing wax and other fancy stuff. oh

Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee,
Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee.

Together they would travel on a boat with billowed sail
Jackie kept a lookout perched on puffs gigantic tail,
Noble kings and princes would bow whenever they came,
Pirate ships would lower their flag when puff roared out his name. oh!

Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee,
Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee.

A dragon lives forever but not so little boys
Painted wings and giant rings make way for other toys.
One grey night it happened, Jackie paper came no more
And puff that mighty dragon, he ceased his fearless roar.

His head was bent in sorrow, green scales fell like rain,
Puff no longer went to play along the cherry lane.
Without his life-long friend, puff could not be brave,
So puff that mighty dragon sadly slipped into his cave. oh!

Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee,
Puff, the magic dragon lived by the sea
And frolicked in the autumn mist in a land called Honah Lee.",clean
803,Queen of the Mountain,"Pussycat, pussycat,
Where have you been?
I've been to London
To visit the Queen.
Pussycat, pussycat,
What did you there?
I frightened a little mouse
Under her chair.",clean
804,Rainbow Song,"Rainbow purple
Rainbow blue
Rainbow green
And yellow too
Rainbow orange
Rainbow red
Rainbow shining over head.

Come and count
The colors with me
How many colors
Can you see?
1-2-3 on down to green
4-5-6 colors can be seen

Rainbow purple
Rainbow blue
Rainbow green
And yellow too
Rainbow orange
Rainbow red
Rainbow shining over head.",clean
805,Rattlin Bog,"Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now in that bog there was a tree,
A rare tree and a rattlin' tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now on that tree there was a branch,
A rare branch and a rattlin' branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now on that branch there was a limb,
A rare limb and a rattlin' limb,
And the limb on the branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now on that limb there was a nest,
A rare nest and a rattlin' nest,
And the nest on the limb,
And the limb on the branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now in that nest there was a bird,
A rare bird and a rattlin' bird,
And the bird in the nest,
And the nest on the limb,
And the limb on the branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now on that bird there was a feather,
A rare feather and a rattlin' feather,
And the feather on the bird,
And the bird in the nest,
And the nest on the limb,
And the limb on the branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,
The bog down in the valley-o.

Now on that feather there was a bug,
A rare bug and a rattlin' bug,
And the bug on the feather,
And the feather on the bird,
And the bird in the nest,
And the nest on the limb,
And the limb on the branch,
And the branch on the tree,
And the tree in the bog,
And the bog down in the valley-o.

Ho, ro, the rattlin' bog,
The bog down in the valley-o.
Ho, ro, the rattlin' bog,",clean
806,Red River Valley,"From this valley they say you are going
We will miss your bright eyes and sweet smile
For they say you are taking the sunshine
That has brightened our path for a while

Come and sit by my side if you love me
Do not hasten to bid me adieu
But remember the Red River Valley
And the cowboy who loved you so true

Won't you think of the valley you're leaving
Oh how lonely, how sad it will be?
Oh think of the fond heart you're breaking
And the grief you are causing to me

As you go to your home by the ocean
May you never forget those sweet hours
That we spent in the Red River Valley
And the love we exchanged mid the flowers",clean
807,Sidewalks of New York,"Down in front of Casey’s old brown wooden stoop
On a summer’s evening we formed a merry group
Boys and girls together we would sing and waltz
While Tony played the organ on the sidewalks of New York

Chorus:
East Side, West Side, all around the town
The tots sang “ring-around-rosie,” “London Bridge is falling down”
Boys and girls together, me and Mamie O’Rourke
Tripped the light fantastic on the sidewalks of New York

Advertisement

That’s where Johnny Casey, little Jimmy Crowe
Jakey Krause, the baker, who always had the dough
Pretty Nellie Shannon with a dude as light as cork
She first picked up the waltz step on the sidewalks of New York

Things have changed since those times, some are up in “G”
Others they are wand’rers but they all feel just like me
They’d part with all they’ve got, could they once more walk
With their best girl and have a twirl on the sidewalks of New York",clean
808,Rubber Ducky,"Rubber Duckie, you're the one,
You make bathtime lots of fun,
Rubber Duckie, I'm awfully fond of you;

Woo woo be doo

Rubber Duckie, joy of joys,
When I squeeze you, you make noise!
Rubber Duckie, you're my very best friend, it's true!

Doo doo doo doo, doo doo

Every day when I
Make my way to the tubby
I find a little fella who's
Cute and yellow and chubby

Rub-a-dub-a-dubby!

Rubber Duckie, you're so fine
And I'm lucky that you're mine
Rubber Duckie, I'm awfully fond of you.

Every day when I
Make my way to the tubby
I find a little fella who's
Cute and yellow and chubby

Rubber Duckie, you're so fine
And I'm lucky that you're mine
Rubber Duckie, I'm awfully fond of -
Rubber Duckie, I'd like a whole pond of -
Rubber Duckie I'm awfully fond of you!

Doo doo, be doo",clean
